LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,ClinchIndicator,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,LeagueRank,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedConferenceTitle,ClinchedDivisionTitle,ClinchedPlayoffBirth,EliminatedConference,EliminatedDivision,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsSoutheast,vsWest,vsNorthwest,vsPacific,vsSouthwest,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,PreAS,PostAS,SEASON
00,22023,1610612759,San Antonio,Spurs,West,14-37,14, - o,Southwest,3-13,5,22,60,0.268,,22-60,12-29,10-31,6-4,5-5,4-6,3-2,5-7,12-31,-10,L 10,-11,L 11,3,18,2,W 2,-1,L 1,2,W 2,35.0,28.0,0,0,0,1.0,1.0,14-15,7-44,1-1,15-6,5-50,2-4,22-47,18-58,11-39,16-11,15-19,7-20,112.0,119.0,-6.0,8-23,3-7,3-8,2-8,14-37,6-12,5-12,3-13,5-11,2-10,6-9,4-3,,,,,,2-2,1-13,2-12,11-44,11-16,2023-24
00,22023,1610612764,Washington,Wizards,East,11-41,14, - o,Southeast,4-12,5,15,67,0.183,,15-67,7-34,8-33,1-9,3-7,2-8,0-2,4-5,6-35,-16,L 16,-8,L 8,3,16,-3,L 3,-3,L 3,-6,L 6,49.0,32.0,0,0,0,1.0,1.0,12-15,3-51,0-1,9-5,5-61,1-1,15-60,14-66,4-46,13-11,8-4,8-29,114.0,123.0,-9.0,11-41,2-17,5-12,4-12,4-26,1-9,1-9,2-8,3-12,0-12,5-11,1-6,,,,,,1-2,2-13,3-11,9-45,6-22,2023-24
00,22023,1610612765,Detroit,Pistons,East,10-41,15, - o,Central,2-14,5,14,68,0.171,,14-68,7-33,7-35,2-8,2-8,2-8,1-2,1-7,8-39,-14,L 14,-18,L 18,2,28,-7,L 7,-1,L 1,-1,L 1,50.0,35.0,0,0,0,1.0,1.0,9-10,4-56,1-2,11-9,3-58,0-1,13-58,9-68,5-47,13-17,11-25,4-17,110.0,119.0,-9.0,10-41,3-14,2-14,5-13,4-27,2-8,1-9,1-10,3-12,3-8,4-12,1-7,,,,,,2-2,0-15,1-12,8-46,6-22,2023-24
00,22023,1610612757,Portland,Trail Blazers,West,8-44,15, - o,Northwest,1-15,5,21,61,0.256,,21-61,11-30,10-31,2-8,2-8,2-8,5-3,5-6,5-38,-9,L 9,-7,L 7,3,10,-7,L 7,-2,L 2,-5,L 5,36.0,36.0,0,0,0,1.0,1.0,12-11,9-50,0-0,14-4,6-57,1-0,19-39,17-59,8-41,15-8,16-23,12-19,106.0,115.0,-9.0,13-17,5-5,5-5,3-7,8-44,1-15,2-16,5-13,6-11,0-9,4-13,2-6,,,,,,1-3,5-9,3-10,15-39,6-22,2023-24
00,22024,1610612739,Cleveland,Cavaliers,East,41-11,1, - e,Central,12-4,1,64,18,0.78,,64-18,34-7,30-11,6-4,7-3,5-5,1-1,5-4,41-7,10,W 10,11,W 11,16,4,-1,L 1,1,W 1,-1,L 1,0.0,0.0,1,1,1,0.0,0.0,50-9,11-9,3-0,55-3,9-15,0-0,64-17,56-18,29-12,52-1,41-4,34-11,122.0,112.0,10.0,41-11,16-3,12-4,13-4,23-7,9-1,6-4,8-2,10-5,10-1,11-5,4-3,,,,,,5-0,12-3,12-1,64-18,,2024-25
00,22024,1610612760,Oklahoma City,Thunder,West,39-13,1, - w,Northwest,12-4,1,68,14,0.829,1.0,68-14,35-6,32-8,8-2,8-2,9-1,0-1,1-4,54-5,12,W 12,11,W 11,15,2,1,W 1,3,W 3,4,W 4,0.0,0.0,1,1,1,0.0,0.0,53-5,14-9,1-0,61-2,6-10,1-2,67-12,49-14,36-12,58-3,35-3,55-12,121.0,108.0,13.0,29-1,10-0,9-1,10-0,39-13,12-4,13-3,14-6,10-4,11-2,15-1,5-2,,,,,,4-0,11-4,12-1,68-14,,2024-25
00,22024,1610612738,Boston,Celtics,East,39-13,2, - a,Atlantic,14-2,1,61,21,0.744,,61-21,28-13,33-8,8-2,8-2,9-1,4-2,8-3,41-7,7,W 7,9,W 9,9,2,4,W 4,-1,L 1,2,W 2,3.0,0.0,0,1,1,0.0,0.0,50-6,8-14,3-1,56-7,4-10,1-4,60-15,42-20,25-12,42-3,40-6,39-8,116.0,107.0,9.0,39-13,14-2,12-6,13-5,22-8,8-2,7-3,7-3,10-6,8-3,14-1,5-2,,,,,,4-1,12-2,8-6,61-21,,2024-25
00,22024,1610612745,Houston,Rockets,West,31-21,2, - sw,Southwest,13-3,1,52,30,0.634,2.0,52-30,29-12,23-17,6-4,8-2,6-4,3-1,8-5,26-12,7,W 7,-8,L 8,9,6,-1,L 1,-2,L 2,-3,L 3,16.0,0.0,0,1,1,0.0,0.0,40-8,12-19,0-3,43-7,7-23,2-0,49-21,38-28,22-23,32-4,45-15,24-12,114.0,110.0,5.0,21-9,6-4,7-3,8-2,31-21,9-9,9-9,13-3,11-4,5-7,12-5,3-3,,,,,,3-2,11-4,7-5,52-30,,2024-25
00,22024,1610612747,Los Angeles,Lakers,West,36-16,3, - p,Pacific,12-4,1,50,32,0.61,,50-32,31-10,19-22,6-4,7-3,4-6,1-1,4-6,22-21,9,W 9,-5,L 5,8,4,2,W 2,-1,L 1,-1,L 1,18.0,0.0,0,1,1,0.0,0.0,43-7,6-24,1-1,46-4,4-27,0-1,50-24,38-31,27-19,40-9,30-8,28-11,113.0,112.0,1.0,14-16,7-3,2-8,5-5,36-16,11-8,12-4,13-4,9-5,10-2,9-8,4-3,,,,,,3-2,8-6,7-6,50-32,,2024-25
00,22024,1610612752,New York,Knicks,East,34-18,3, - x,Atlantic,12-4,2,51,31,0.622,2.0,51-31,27-14,24-17,6-4,6-4,5-5,6-2,7-3,31-19,6,W 6,8,W 8,9,3,-2,L 2,1,W 1,1,W 1,13.0,10.0,0,0,1,0.0,0.0,36-13,12-18,3-0,43-5,6-24,2-2,49-25,36-30,19-23,44-7,37-9,32-16,116.0,112.0,4.0,34-18,12-4,7-10,15-4,17-13,6-4,4-6,7-3,9-6,7-4,8-7,4-4,,,,,,2-2,9-6,12-2,51-31,,2024-25
00,22024,1610612754,Indiana,Pacers,East,29-22,4, - x,Central,10-6,2,50,32,0.61,,50-32,29-11,20-20,8-2,8-2,5-5,5-1,6-2,25-17,8,W 8,-8,L 8,6,4,-1,L 1,2,W 2,1,W 1,14.0,14.0,0,0,1,0.0,0.0,32-7,14-23,4-2,38-5,11-27,1-0,50-27,42-30,22-15,37-5,23-5,33-17,117.0,115.0,2.0,29-22,10-7,10-6,9-9,21-10,6-4,8-2,7-4,10-2,7-5,11-6,6-1,,,,,,2-3,7-8,7-7,50-32,,2024-25
00,22024,1610612743,Denver,Nuggets,West,32-20,4, - x,Northwest,8-8,2,50,32,0.61,,50-32,26-15,24-17,5-5,4-6,5-5,5-1,8-6,31-17,8,W 8,6,W 6,9,4,1,W 1,2,W 2,3,W 3,18.0,18.0,0,0,1,0.0,0.0,34-6,13-22,3-4,40-3,9-27,1-2,50-28,45-32,28-23,47-11,37-13,19-9,121.0,117.0,4.0,18-12,6-4,4-6,8-2,32-20,8-8,13-6,11-6,11-6,10-2,8-7,3-4,,,,,,2-2,8-5,8-6,50-32,,2024-25
00,22024,1610612746,LA,Clippers,West,29-23,5, - x,Pacific,9-7,2,50,32,0.61,,50-32,30-11,20-21,9-1,9-1,7-3,3-2,5-7,32-13,9,W 9,4,W 4,8,3,5,W 5,3,W 3,8,W 8,18.0,0.0,0,0,1,0.0,0.0,35-6,12-25,3-1,45-7,5-25,0-0,49-21,31-31,23-26,42-8,35-14,27-14,113.0,108.0,5.0,21-9,7-3,4-6,10-0,29-23,8-10,9-7,12-6,9-6,4-7,11-5,7-0,,,,,,2-3,10-6,7-5,50-32,,2024-25
00,22024,1610612749,Milwaukee,Bucks,East,31-21,5, - x,Central,9-7,3,48,34,0.585,1.0,48-34,27-14,20-20,8-2,6-4,6-4,3-0,5-9,25-19,7,W 7,-6,L 6,8,6,4,W 4,4,W 4,8,W 8,16.0,16.0,0,0,1,0.0,0.0,36-13,10-21,2-0,38-7,9-25,1-2,47-29,43-34,22-19,46-11,27-8,21-11,116.0,113.0,2.0,31-21,8-9,9-7,14-5,17-13,5-5,6-4,6-4,9-6,7-5,7-9,8-0,,,,,,1-4,9-5,7-5,48-34,,2024-25
00,22024,1610612765,Detroit,Pistons,East,29-23,6, - x,Central,5-11,4,44,38,0.537,,44-38,22-19,22-19,4-6,5-5,4-6,2-3,8-6,23-17,4,W 4,5,W 5,8,4,-1,L 1,-1,L 1,-2,L 2,20.0,20.0,0,0,1,0.0,0.0,32-7,9-30,3-1,38-6,5-32,1-0,42-32,31-38,16-28,35-7,33-13,25-16,116.0,114.0,2.0,29-23,13-5,5-11,11-7,15-15,4-6,5-5,6-4,10-6,9-3,9-6,2-5,,,,,,1-4,8-9,5-5,44-38,,2024-25
00,22024,1610612750,Minnesota,Timberwolves,West,33-19,6, - x,Northwest,11-5,3,49,33,0.598,,49-33,25-16,24-17,8-2,8-2,8-2,3-2,11-11,31-9,5,W 5,4,W 4,8,4,5,W 5,1,W 1,3,W 3,19.0,19.0,0,0,1,0.0,0.0,35-8,12-23,2-2,40-7,7-25,2-1,47-31,31-32,27-21,38-5,38-12,22-14,114.0,109.0,5.0,16-14,6-4,3-7,7-3,33-19,11-5,12-7,10-7,10-6,5-8,11-3,6-1,,,,,,2-2,7-8,8-5,49-33,,2024-25
00,22024,1610612753,Orlando,Magic,East,31-21,7, - se,Southeast,12-4,1,41,41,0.5,4.0,41-41,22-19,19-22,7-3,4-6,7-3,0-1,4-7,22-20,10,W 10,-7,L 7,6,5,2,W 2,-1,L 1,-1,L 1,23.0,0.0,0,1,0,0.0,0.0,26-10,12-27,3-4,27-7,11-34,3-0,37-17,23-38,15-27,32-3,32-12,27-25,105.0,106.0,0.0,31-21,11-8,8-9,12-4,10-20,0-10,6-4,4-6,4-11,5-7,7-8,5-1,,,,,,3-2,11-5,6-7,41-41,,2024-25
00,22024,1610612744,Golden State,Warriors,West,29-23,7,,Pacific,5-11,3,48,34,0.585,3.0,48-34,24-17,24-17,7-3,6-4,8-2,1-1,6-6,26-15,7,W 7,6,W 6,7,5,-3,L 3,6,W 6,-1,L 1,20.0,2.0,0,0,0,0.0,0.0,33-4,14-29,1-1,43-5,3-27,2-2,46-21,36-33,28-25,35-3,32-17,33-15,114.0,110.0,3.0,19-11,6-4,6-4,7-3,29-23,11-5,5-11,13-7,8-8,8-3,11-4,5-3,,,,,,4-1,8-6,4-9,48-34,,2024-25
00,22024,1610612763,Memphis,Grizzlies,West,27-24,8,,Southwest,11-5,2,48,34,0.585,,48-34,26-15,22-19,4-6,4-6,5-5,1-0,9-6,31-15,8,W 8,3,W 3,6,4,1,W 1,-1,L 1,1,W 1,20.0,4.0,0,0,0,0.0,0.0,31-8,16-26,1-0,38-7,9-26,1-1,48-33,41-34,16-26,42-9,35-15,25-11,122.0,117.0,5.0,21-10,6-5,6-4,9-1,27-24,9-8,7-11,11-5,9-5,6-5,6-10,4-3,,,,,,3-3,10-4,10-4,48-34,,2024-25
00,22024,1610612737,Atlanta,Hawks,East,30-22,8,,Southeast,10-6,2,40,42,0.488,3.0,40-42,21-19,19-22,5-5,7-3,5-5,2-2,8-6,20-21,-5,L 5,4,W 4,6,8,2,W 2,2,W 2,3,W 3,24.0,1.0,0,0,0,0.0,0.0,26-13,13-27,1-2,30-4,8-38,2-0,39-36,38-42,23-25,32-2,29-17,20-19,118.0,119.0,-1.0,30-22,10-7,10-9,10-6,10-20,3-7,4-6,3-7,4-11,5-7,9-5,4-4,,,,,,2-3,8-8,8-4,40-42,,2024-25
00,22024,1610612741,Chicago,Bulls,East,28-24,9,,Central,4-12,5,39,43,0.476,,39-43,18-23,21-20,7-3,8-2,6-4,2-1,6-4,23-26,-5,L 5,3,W 3,4,6,4,W 4,1,W 1,3,W 3,25.0,25.0,0,0,0,0.0,0.0,21-10,17-31,1-2,25-4,13-37,1-2,39-36,34-43,17-28,32-12,25-13,17-10,118.0,119.0,-2.0,28-24,11-7,4-12,13-5,11-19,4-6,4-6,3-7,6-10,3-8,9-6,6-1,,,,,,3-2,5-11,7-5,39-43,,2024-25
00,22024,1610612758,Sacramento,Kings,West,26-26,9,,Pacific,5-11,4,40,42,0.488,,40-42,20-21,20-21,5-5,4-6,3-7,3-4,4-9,22-19,7,W 7,-7,L 7,7,6,1,W 1,3,W 3,1,W 1,28.0,10.0,0,0,0,0.0,0.0,26-10,12-31,2-1,31-9,7-31,2-2,40-35,31-42,20-26,33-6,31-17,21-22,116.0,115.0,0.0,14-16,4-6,4-6,6-4,26-26,8-11,5-11,13-4,10-4,6-5,6-11,4-3,,,,,,2-2,7-9,5-8,40-42,,2024-25
00,22024,1610612742,Dallas,Mavericks,West,23-29,10,,Southwest,8-8,3,39,43,0.476,4.0,39-43,22-18,17-25,4-6,3-7,3-7,0-2,5-8,17-24,-5,L 5,-6,L 6,7,5,1,W 1,-3,L 3,-1,L 1,29.0,13.0,0,0,0,0.0,0.0,30-9,9-31,0-3,36-7,2-36,1-0,38-33,28-43,17-30,34-15,21-9,17-14,114.0,115.0,-1.0,16-14,5-5,3-7,8-2,23-29,10-8,5-13,8-8,6-10,6-5,5-11,2-4,,,,,,3-2,9-6,8-5,39-43,,2024-25
00,22024,1610612748,Miami,Heat,East,24-28,10,,Southeast,10-6,3,37,45,0.451,,37-45,19-22,17-23,6-4,4-6,4-6,3-5,3-11,22-18,-7,L 7,-5,L 5,6,10,-1,L 1,1,W 1,-1,L 1,27.0,4.0,0,0,0,0.0,0.0,30-17,6-24,1-4,30-15,6-29,1-1,33-33,21-44,14-28,31-7,21-9,17-20,111.0,110.0,1.0,24-28,10-8,4-14,10-6,13-17,3-7,4-6,6-4,7-9,5-7,6-11,3-4,,,,,,2-2,7-6,7-6,37-45,,2024-25
00,22024,1610612756,Phoenix,Suns,West,22-30,11, - o,Pacific,9-7,5,36,46,0.439,,36-46,24-17,12-29,1-9,6-4,1-9,2-4,7-5,13-26,6,W 6,-8,L 8,7,8,1,W 1,-8,L 8,-1,L 1,32.0,14.0,0,0,0,1.0,1.0,27-15,7-29,2-2,30-7,6-39,0-0,36-36,30-44,19-34,30-18,19-13,17-10,114.0,117.0,-3.0,14-16,4-6,5-5,5-5,22-30,7-12,9-7,6-11,10-5,3-10,7-8,1-6,,,,,,4-1,7-7,4-9,36-46,,2024-25
00,22024,1610612761,Toronto,Raptors,East,21-31,11, - o,Atlantic,8-8,3,30,52,0.366,,30-52,18-23,12-29,5-5,5-5,4-6,1-4,7-9,16-28,-7,L 7,-10,L 10,5,11,1,W 1,-2,L 2,-2,L 2,34.0,31.0,0,0,0,1.0,1.0,24-12,5-37,1-3,27-12,3-40,0-0,30-41,22-49,9-34,26-14,23-19,13-20,111.0,115.0,-4.0,21-31,8-8,2-16,11-7,9-21,3-7,4-6,2-8,8-7,3-9,10-5,2-5,,,,,,1-4,4-11,2-11,30-52,,2024-25
00,22024,1610612757,Portland,Trail Blazers,West,19-33,12, - o,Northwest,6-10,4,36,46,0.439,,36-46,22-19,14-27,4-6,6-4,3-7,1-3,7-4,19-30,6,W 6,-8,L 8,6,6,1,W 1,-2,L 2,1,W 1,32.0,32.0,0,0,0,1.0,1.0,25-8,7-36,4-2,29-7,6-38,1-1,36-31,26-46,19-36,32-7,28-16,21-16,111.0,114.0,-3.0,17-13,4-6,4-6,9-1,19-33,6-10,6-12,7-11,8-8,8-4,5-10,4-3,,,,,,2-3,6-9,3-9,36-46,,2024-25
00,22024,1610612751,Brooklyn,Nets,East,14-37,12, - o,Atlantic,3-13,4,26,56,0.317,,26-56,12-29,14-27,3-7,2-8,2-8,0-4,8-7,7-32,-11,L 11,-9,L 9,3,7,-2,L 2,-1,L 1,-3,L 3,38.0,35.0,0,0,0,1.0,1.0,16-16,8-38,2-2,16-11,9-43,1-2,23-34,18-54,13-36,17-5,14-16,16-19,105.0,112.0,-7.0,14-37,3-13,5-13,6-11,12-19,1-9,4-6,7-4,3-13,6-5,4-13,1-5,,,,,,2-3,7-8,3-9,26-56,,2024-25
00,22024,1610612755,Philadelphia,76ers,East,15-37,13, - o,Atlantic,3-13,5,24,58,0.293,,24-58,12-29,12-29,1-9,1-9,2-8,2-3,4-4,10-35,-8,L 8,-8,L 8,4,12,-8,L 8,1,W 1,-2,L 2,40.0,37.0,0,0,0,1.0,1.0,20-11,4-44,0-3,21-4,1-50,2-4,24-45,18-57,9-32,18-6,11-7,16-31,110.0,116.0,-6.0,15-37,3-13,5-13,7-11,9-21,3-7,3-7,3-7,6-11,1-10,3-14,1-6,,,,,,1-3,3-11,9-3,24-58,,2024-25
00,22024,1610612759,San Antonio,Spurs,West,22-30,13, - o,Southwest,5-11,4,34,48,0.415,,34-48,20-20,13-27,3-7,5-5,3-7,1-1,7-7,17-32,-4,L 4,-4,L 4,4,5,1,W 1,-1,L 1,1,W 1,34.0,18.0,0,0,0,1.0,1.0,22-12,8-35,4-1,25-7,8-38,1-3,33-40,27-48,16-31,28-12,21-10,21-16,114.0,117.0,-3.0,12-18,6-4,2-8,4-6,22-30,10-8,7-11,5-11,4-8,3-9,7-10,3-5,,,,,,2-3,8-6,7-7,34-48,,2024-25
00,22024,1610612766,Charlotte,Hornets,East,10-42,14, - o,Southeast,1-15,4,19,63,0.232,,19-63,12-29,7-34,1-9,3-7,1-9,1-2,8-7,5-39,-10,L 10,-9,L 9,3,10,-3,L 3,-9,L 9,-7,L 7,45.0,22.0,0,0,0,1.0,1.0,11-8,6-54,2-1,12-5,7-57,0-1,19-40,15-56,5-31,10-9,12-23,5-19,105.0,114.0,-9.0,10-42,3-15,6-12,1-15,9-21,2-8,2-8,5-5,5-8,2-11,5-12,0-7,,,,,,2-2,4-12,1-11,19-63,,2024-25
00,22024,1610612740,New Orleans,Pelicans,West,13-38,14, - o,Southwest,3-13,5,21,61,0.256,,21-61,14-27,7-34,2-8,3-7,1-9,2-1,3-8,6-38,-7,L 7,-15,L 15,4,11,-3,L 3,-6,L 6,-7,L 7,47.0,31.0,0,0,0,1.0,1.0,10-17,10-40,1-4,12-5,6-56,3-0,20-45,16-61,7-41,12-10,13-18,13-21,110.0,119.0,-9.0,8-23,2-8,3-8,3-7,13-38,6-12,4-13,3-13,7-9,4-7,5-10,0-7,,,,,,2-3,2-13,1-12,21-61,,2024-25
00,22024,1610612762,Utah,Jazz,West,8-44,15, - o,Northwest,3-13,5,17,65,0.207,,17-65,10-31,7-34,1-9,2-8,0-10,2-3,5-8,8-37,-9,L 9,-21,L 21,2,10,-1,L 1,-21,L 21,-2,L 2,51.0,51.0,0,0,0,1.0,1.0,12-11,4-52,1-2,13-8,2-55,2-2,17-55,13-64,8-42,16-17,15-27,4-5,112.0,121.0,-9.0,9-21,3-7,2-8,4-6,8-44,3-13,2-17,3-14,3-12,5-8,1-16,1-5,,,,,,0-5,4-10,3-9,17-65,,2024-25
00,22024,1610612764,Washington,Wizards,East,13-39,15, - o,Southeast,7-9,5,18,64,0.22,,18-64,8-32,10-31,2-8,2-8,4-6,0-2,7-2,5-53,-12,L 12,-21,L 21,3,16,-2,L 2,1,W 1,1,W 1,46.0,23.0,0,0,0,1.0,1.0,14-9,4-52,0-3,15-4,2-59,1-1,18-43,17-64,6-37,13-9,8-13,6-17,108.0,120.0,-12.0,13-39,4-14,2-16,7-9,5-25,4-6,1-9,0-10,1-16,4-7,6-11,2-5,,,,,,2-2,0-14,3-9,18-64,,2024-25
00,22025,1610612760,Oklahoma City,Thunder,West,36-9,1,,Northwest,10-3,1,52,15,0.776,1.0,52-15,28-6,24-8,9-1,8-2,7-3,4-0,5-6,33-6,14,W 14,8,W 8,16,2,6,W 6,3,W 3,7,W 7,0.0,0.0,,,,,,41-7,11-8,0-0,45-3,7-11,0-1,52-13,37-15,27-12,45-6,23-3,45-9,119.0,108.0,11.0,16-6,5-1,5-3,6-2,36-9,10-3,14-1,12-5,9-6,8-4,6-0,,,,,,,6-0,14-1,9-4,52-15,,2025-26
00,22025,1610612765,Detroit,Pistons,East,32-10,1,,Central,10-4,1,48,18,0.727,,48-18,25-8,22-10,6-4,7-3,7-3,2-1,9-5,24-6,6,W 6,7,W 7,13,4,2,W 2,1,W 1,3,W 3,0.0,0.0,,,,,,41-5,7-12,0-1,42-3,6-15,0-0,47-14,39-17,24-11,42-4,35-9,33-7,117.0,110.0,8.0,32-10,13-2,10-4,9-4,16-8,6-1,5-3,5-4,10-4,9-2,4-4,,,,,,,3-2,13-2,9-4,48-18,,2025-26
00,22025,1610612738,Boston,Celtics,East,29-14,2,,Atlantic,9-5,1,44,23,0.657,,44-23,22-10,22-13,6-4,8-2,7-3,1-0,5-7,30-8,4,W 4,5,W 5,5,3,2,W 2,-2,L 2,1,W 1,4.5,0.0,,,,,,35-10,7-11,2-2,38-5,4-18,2-0,42-17,29-22,20-16,39-5,34-10,19-12,114.0,107.0,7.0,29-14,9-5,11-6,9-3,15-9,2-6,8-0,5-3,10-6,9-2,4-3,,,,,,,3-3,8-6,9-3,44-23,,2025-26
00,22025,1610612759,San Antonio,Spurs,West,28-14,2,,Southwest,11-3,1,49,18,0.731,3.0,49-18,26-7,22-11,8-2,9-1,8-2,1-0,7-4,32-7,9,W 9,6,W 6,11,2,1,W 1,1,W 1,1,W 1,3.0,0.0,,,,,,36-9,12-9,1-0,38-7,10-11,1-0,49-15,41-18,29-12,39-4,37-8,20-8,119.0,112.0,7.0,21-4,8-1,5-2,8-1,28-14,9-6,8-5,11-3,8-7,11-0,5-2,,,,,,,5-0,8-6,11-3,49-18,,2025-26
00,22025,1610612752,New York,Knicks,East,28-15,3,,Atlantic,11-3,2,43,25,0.632,3.0,43-25,23-9,19-16,6-4,7-3,7-3,1-1,6-4,27-15,7,W 7,-4,L 4,8,4,-1,L 1,2,W 2,2,W 2,6.0,1.5,,,,,,31-6,12-19,0-0,37-2,4-23,2-0,43-18,29-25,20-19,33-3,30-14,32-5,117.0,111.0,6.0,28-15,11-3,8-7,9-5,15-10,7-2,3-6,5-2,7-8,8-4,5-3,,,,,,,2-3,11-3,10-4,43-25,,2025-26
00,22025,1610612745,Houston,Rockets,West,23-19,3,,Southwest,7-6,2,41,25,0.621,,41-25,23-8,18-17,6-4,6-4,6-4,1-6,3-8,19-11,7,W 7,5,W 5,5,3,3,W 3,-2,L 2,1,W 1,10.5,7.5,,,,,,27-9,13-15,1-1,31-8,8-17,2-0,41-19,29-25,18-13,34-4,36-16,11-7,114.0,110.0,4.0,18-6,5-3,7-1,6-2,23-19,7-8,9-5,7-6,10-7,7-5,4-3,,,,,,,2-2,11-2,7-6,41-25,,2025-26
00,22025,1610612747,Los Angeles,Lakers,West,27-16,4,,Pacific,8-7,1,41,25,0.621,2.0,41-25,22-12,19-13,7-3,8-2,5-5,0-0,6-2,22-19,6,W 6,4,W 4,7,3,6,W 6,-1,L 1,4,W 4,10.5,0.0,,,,,,27-2,11-22,3-1,31-1,9-23,1-1,41-19,37-25,19-17,35-5,24-4,21-10,116.0,115.0,1.0,14-9,6-3,4-3,4-3,27-16,8-5,8-7,11-4,9-7,6-6,6-1,,,,,,,4-2,11-2,5-7,41-25,,2025-26
00,22025,1610612739,Cleveland,Cavaliers,East,26-17,4,,Central,8-5,2,41,26,0.612,,41-26,22-12,19-14,5-5,8-2,6-4,0-3,2-5,24-13,7,W 7,5,W 5,7,3,1,W 1,1,W 1,1,W 1,7.5,7.5,,,,,,29-5,12-20,0-1,30-2,11-23,0-1,40-23,34-25,21-17,33-3,25-6,26-14,119.0,115.0,4.0,26-17,8-8,8-5,10-4,15-9,4-5,6-2,5-2,10-5,8-3,4-2,,,,,,,3-3,9-6,7-7,41-26,,2025-26
00,22025,1610612743,Denver,Nuggets,West,25-14,5,,Northwest,6-5,2,41,26,0.612,,41-26,18-13,23-13,5-5,6-4,4-6,3-3,7-10,21-9,6,W 6,11,W 11,7,3,1,W 1,1,W 1,2,W 2,11.0,11.0,,,,,,27-10,12-15,2-1,34-11,7-13,0-2,41-24,37-26,18-19,36-7,21-11,21-6,121.0,117.0,4.0,16-12,5-3,5-5,6-4,25-14,6-5,9-5,10-4,10-6,4-7,4-3,,,,,,,3-2,11-3,9-5,41-26,,2025-26
00,22025,1610612753,Orlando,Magic,East,23-19,5,,Southeast,8-5,1,37,28,0.569,1.0,37-28,21-11,15-15,8-2,7-3,6-4,3-2,11-3,15-15,6,W 6,4,W 4,6,4,4,W 4,4,W 4,6,W 6,10.5,0.0,,,,,,22-9,13-17,2-2,27-5,9-23,1-0,37-21,30-28,16-18,25-4,20-9,26-12,116.0,114.0,2.0,23-19,8-7,7-7,8-5,14-9,6-2,5-2,3-5,6-7,6-5,6-1,,,,,,,2-4,10-4,7-7,37-28,,2025-26
00,22025,1610612750,Minnesota,Timberwolves,West,25-19,6,,Northwest,8-5,3,41,26,0.612,,41-26,22-12,19-14,6-4,6-4,7-3,1-2,5-4,23-13,5,W 5,4,W 4,5,5,-1,L 1,1,W 1,1,W 1,11.0,11.0,,,,,,23-10,16-15,2-1,30-5,10-20,1-1,40-23,36-26,15-16,38-3,28-12,23-8,119.0,115.0,4.0,16-7,5-3,5-2,6-2,25-19,8-5,8-9,9-5,10-6,6-4,4-3,,,,,,,2-3,10-5,9-5,41-26,,2025-26
00,22025,1610612748,Miami,Heat,East,22-18,6,,Southeast,7-5,2,38,29,0.567,4.0,38-29,23-11,15-18,8-2,8-2,7-3,1-0,6-3,24-16,7,W 7,-4,L 4,7,5,7,W 7,1,W 1,7,W 7,10.5,0.0,,,,,,32-9,5-19,1-1,34-5,2-23,2-1,38-24,33-28,18-22,29-7,23-10,27-11,120.0,117.0,4.0,22-18,6-8,9-5,7-5,16-11,4-6,6-3,6-2,8-9,6-5,6-0,,,,,,,3-2,10-5,5-8,38-29,,2025-26
00,22025,1610612761,Toronto,Raptors,East,27-16,7,,Atlantic,4-10,3,37,29,0.561,2.0,37-29,18-16,19-13,4-6,5-5,6-4,2-2,7-4,24-18,8,W 8,4,W 4,9,4,2,W 2,-3,L 3,1,W 1,11.0,6.5,,,,,,27-9,10-20,0-0,29-5,8-23,0-1,35-20,28-28,17-21,31-4,24-7,23-16,114.0,112.0,2.0,27-16,4-10,12-2,11-4,10-13,4-4,4-3,2-6,9-6,6-4,2-4,,,,,,,2-4,12-3,6-8,37-29,,2025-26
00,22025,1610612756,Phoenix,Suns,West,25-18,7,,Pacific,10-6,2,39,28,0.582,4.0,39-28,22-13,17-15,6-4,5-5,7-3,1-1,7-7,20-13,6,W 6,4,W 4,5,4,2,W 2,-1,L 1,-1,L 1,13.0,2.5,,,,,,29-6,9-21,1-1,34-5,3-21,2-2,38-19,30-26,17-21,27-5,22-6,24-15,113.0,111.0,1.0,14-10,5-3,5-3,4-4,25-18,6-7,10-6,9-5,11-5,4-7,5-2,,,,,,,2-4,10-5,7-5,39-28,,2025-26
