GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID
2026-01-29,1610612755,1610612758
2026-01-29,1610612764,1610612749
2026-01-29,1610612741,1610612748
2026-01-29,1610612737,1610612745
2026-01-29,1610612742,1610612766
2026-01-29,1610612743,1610612751
2026-01-29,1610612756,1610612765
2026-01-29,1610612750,1610612760
