Game_id,Local_team_id,Visitor_team_id,Visitor_WL,Local_WL,Visitor_FgPct,Local_FgPct,Visitor_FG3aPct,Local_FG3aPct,Visitor_FtPct,Local_FtPct,Visitor_AST,Local_AST,Visitor_OREB,Local_OREB,Visitor_DREB,Local_DREB,Visitor_STL,Local_STL,Visitor_BLK,Local_BLK,Visitor_PF,Local_PF,Visitor_PTS,Local_PTS
22400230,1610612738,1610612761,L,W,0.51,0.444,0.391,0.344,0.667,0.895,35,30,15,14,31,28,3,2,2,6,19,20,123,126
22400231,1610612740,1610612747,W,L,0.438,0.422,0.3,0.379,0.778,0.783,24,24,17,18,26,32,10,7,3,4,14,19,104,99
22400232,1610612742,1610612759,L,W,0.318,0.468,0.275,0.258,0.867,0.778,21,26,13,13,32,40,10,9,9,7,17,18,93,110
22400233,1610612758,1610612762,L,W,0.493,0.506,0.462,0.463,0.738,0.72,16,24,11,9,22,26,11,6,3,3,20,29,117,121
22400234,1610612750,1610612756,L,W,0.541,0.525,0.452,0.436,0.733,0.731,29,27,12,9,29,23,9,8,2,6,26,13,117,120
22400235,1610612754,1610612748,L,W,0.4,0.518,0.442,0.448,0.95,0.9,21,30,15,10,23,35,4,6,1,6,13,16,110,119
22400236,1610612739,1610612766,L,W,0.408,0.571,0.385,0.433,0.833,0.964,34,26,17,9,23,39,12,3,6,4,23,15,114,128
22400237,1610612764,1610612765,W,L,0.474,0.47,0.447,0.444,0.789,0.7,27,21,13,5,38,34,11,6,4,3,19,16,124,104
22400238,1610612763,1610612743,L,W,0.417,0.451,0.323,0.333,0.714,0.833,23,31,6,10,33,35,9,10,5,10,12,15,90,105
22400239,1610612757,1610612737,L,W,0.459,0.463,0.344,0.368,0.84,0.632,30,31,16,18,31,22,10,16,7,10,19,21,110,114
22400240,1610612752,1610612751,L,W,0.421,0.489,0.415,0.325,0.767,0.789,31,33,7,10,28,37,1,4,3,5,19,23,104,114
22400241,1610612741,1610612745,W,L,0.524,0.336,0.294,0.25,0.719,0.955,34,26,14,13,52,34,8,8,9,7,18,21,143,107
22400242,1610612760,1610612742,W,L,0.476,0.494,0.407,0.333,0.833,0.76,18,29,18,7,35,22,4,11,5,5,20,25,121,119
22400243,1610612746,1610612762,L,W,0.494,0.489,0.3,0.275,0.833,0.765,24,30,9,14,32,27,7,11,1,5,14,11,105,116
22400244,1610612765,1610612741,W,L,0.484,0.429,0.5,0.341,0.786,0.684,28,27,10,16,36,32,3,3,5,3,16,19,122,112
22400245,1610612748,1610612755,L,W,0.417,0.414,0.244,0.295,0.75,0.913,25,26,2,9,40,44,10,10,3,2,17,13,89,106
22400246,1610612752,1610612764,L,W,0.473,0.56,0.333,0.5,0.563,0.923,23,37,12,7,29,34,5,4,3,1,19,12,106,134
22400247,1610612761,1610612754,L,W,0.444,0.585,0.375,0.483,0.8,0.714,29,27,12,10,20,36,17,5,5,9,19,26,119,130
22400248,1610612749,1610612745,L,W,0.4,0.458,0.281,0.394,0.846,0.632,19,21,16,4,37,39,9,8,6,8,15,18,100,101
22400249,1610612756,1610612753,W,L,0.513,0.422,0.379,0.293,0.8,0.68,28,25,8,16,30,29,5,5,7,2,19,21,109,99
22400250,1610612758,1610612737,W,L,0.47,0.435,0.421,0.435,0.833,0.737,34,24,6,9,31,36,7,9,7,4,19,20,109,108
22400251,1610612746,1610612744,L,W,0.44,0.427,0.364,0.471,0.474,0.889,27,29,9,5,36,39,12,10,4,6,14,13,99,102
22400252,1610612739,1610612740,L,W,0.424,0.527,0.258,0.429,0.636,0.857,23,29,16,16,24,36,9,10,3,9,11,16,100,128
22400253,1610612749,1610612741,L,W,0.466,0.55,0.378,0.361,1.0,0.677,25,30,5,10,28,35,7,7,2,2,23,13,106,122
22400254,1610612745,1610612754,L,W,0.53,0.461,0.227,0.333,0.8,0.727,19,25,3,13,33,34,7,16,9,2,24,21,113,130
22400255,1610612763,1610612755,L,W,0.448,0.482,0.333,0.442,0.917,1.0,21,29,14,9,27,32,12,5,6,6,19,17,111,117
22400256,1610612760,1610612757,L,W,0.405,0.44,0.395,0.29,0.714,0.87,18,24,16,15,33,31,6,14,7,8,20,20,99,109
22400257,1610612756,1610612752,W,L,0.581,0.489,0.487,0.38,0.905,0.765,30,30,10,11,31,23,10,9,0,2,15,16,138,122
22400258,1610612744,1610612737,L,W,0.333,0.465,0.267,0.35,0.625,0.667,27,36,21,9,44,45,9,10,5,7,17,17,97,120
22400259,1610612746,1610612753,L,W,0.44,0.494,0.229,0.5,0.792,0.81,21,22,2,15,22,34,11,10,7,1,17,22,93,104
22400260,1610612766,1610612765,L,W,0.424,0.473,0.354,0.455,0.8,0.714,30,23,21,11,35,32,8,12,3,5,23,22,121,123
22400261,1610612761,1610612750,L,W,0.413,0.514,0.343,0.304,0.818,0.744,16,22,10,10,30,33,12,11,5,1,24,24,105,110
22400262,1610612759,1610612762,L,W,0.418,0.466,0.289,0.281,0.885,0.761,22,32,12,11,37,40,4,8,7,9,29,20,118,126
22400263,1610612747,1610612753,W,L,0.473,0.506,0.375,0.419,0.857,0.654,31,21,15,9,33,27,8,4,5,6,25,15,119,118
22400264,1610612762,1610612752,L,W,0.39,0.506,0.333,0.559,0.917,0.737,25,30,11,9,29,43,10,4,10,4,19,19,106,121
22400265,1610612753,1610612765,L,W,0.467,0.46,0.394,0.308,0.773,0.864,16,25,10,17,24,27,7,13,8,9,21,20,100,111
22400266,1610612741,1610612763,W,L,0.573,0.505,0.452,0.452,0.65,0.737,38,29,13,10,36,25,5,4,4,8,18,14,142,131
22400267,1610612745,1610612757,W,L,0.378,0.356,0.409,0.25,0.783,0.788,16,17,16,14,37,29,5,8,12,5,26,19,104,98
22400268,1610612749,1610612766,L,W,0.41,0.483,0.404,0.486,0.857,0.808,22,20,14,10,34,41,6,3,5,9,21,22,119,125
22400269,1610612759,1610612744,L,W,0.379,0.447,0.318,0.277,0.615,0.789,29,29,17,9,32,39,4,5,3,9,21,16,94,104
22400270,1610612747,1610612743,W,L,0.61,0.443,0.5,0.361,0.579,0.786,37,27,8,6,40,26,7,11,2,3,18,16,127,102
22400271,1610612738,1610612750,L,W,0.42,0.425,0.366,0.375,0.762,0.8,19,25,11,8,38,32,2,5,1,7,18,23,105,107
22400272,1610612754,1610612764,L,W,0.456,0.477,0.314,0.444,0.8,0.778,24,31,8,12,33,33,8,8,5,3,19,18,103,115
22400273,1610612748,1610612742,L,W,0.419,0.43,0.25,0.341,0.8,0.63,29,27,15,12,44,45,6,6,9,6,24,22,118,123
22400274,1610612755,1610612746,W,L,0.58,0.395,0.4,0.231,0.76,0.846,31,22,10,13,34,20,9,8,5,5,22,17,125,99
22400275,1610612739,1610612761,L,W,0.402,0.495,0.308,0.39,0.647,0.714,22,27,19,14,36,35,9,11,5,4,18,21,108,122
22400276,1610612758,1610612751,W,L,0.48,0.481,0.487,0.36,0.68,0.645,24,21,6,11,25,33,7,6,5,6,23,22,108,103
22400277,1610612766,1610612753,W,L,0.394,0.413,0.261,0.219,0.529,0.789,21,14,13,13,26,39,12,6,6,5,21,20,95,84
22400278,1610612765,1610612761,L,W,0.394,0.447,0.286,0.324,0.8,0.71,26,27,23,6,27,32,7,4,5,7,27,19,100,102
22400279,1610612754,1610612740,L,W,0.517,0.473,0.273,0.362,0.579,0.688,35,30,8,7,36,34,9,10,3,2,16,16,110,114
22400280,1610612737,1610612742,W,L,0.5,0.475,0.457,0.29,0.864,0.875,24,32,10,9,41,30,6,10,8,6,13,15,129,119
22400281,1610612738,1610612746,L,W,0.433,0.511,0.269,0.431,0.692,0.7,18,33,10,8,34,39,8,10,3,11,12,12,94,126
22400282,1610612763,1610612757,L,W,0.333,0.494,0.174,0.429,0.786,0.735,22,35,19,16,25,44,10,7,7,13,21,20,98,123
22400283,1610612743,1610612752,W,L,0.609,0.446,0.528,0.333,0.875,0.926,45,23,8,10,35,23,5,5,4,3,23,18,145,118
22400284,1610612744,1610612751,W,L,0.494,0.484,0.444,0.413,0.867,0.647,23,32,7,11,35,32,6,8,3,5,18,21,128,120
22400285,1610612758,1610612760,W,L,0.558,0.483,0.452,0.25,0.8,0.739,28,24,11,9,33,22,6,10,3,4,18,22,130,109
22400286,1610612766,1610612748,W,L,0.452,0.378,0.378,0.333,0.818,0.375,21,22,4,16,40,27,6,10,5,5,9,19,98,94
22400287,1610612739,1610612737,W,L,0.474,0.463,0.476,0.313,0.92,0.75,39,31,14,12,37,32,6,11,6,5,21,21,135,124
22400288,1610612754,1610612757,L,W,0.506,0.489,0.457,0.406,0.588,0.8,31,27,13,19,25,28,6,10,5,10,18,21,114,121
22400289,1610612753,1610612741,L,W,0.529,0.511,0.381,0.385,0.688,0.929,30,30,7,7,30,32,9,10,6,8,26,14,119,133
22400290,1610612755,1610612745,W,L,0.455,0.448,0.323,0.364,0.842,0.739,23,19,14,10,37,32,10,12,14,7,19,26,122,115
22400291,1610612764,1610612746,W,L,0.506,0.412,0.364,0.242,0.76,0.818,27,21,13,11,34,29,18,9,4,4,19,18,121,96
22400292,1610612742,1610612752,L,W,0.465,0.565,0.241,0.515,0.9,0.762,20,27,7,10,26,33,9,6,3,4,19,25,114,129
22400293,1610612763,1610612765,L,W,0.471,0.548,0.342,0.37,0.72,0.75,24,31,9,10,33,32,6,13,4,4,17,21,111,131
22400294,1610612750,1610612758,W,L,0.489,0.446,0.324,0.359,0.733,0.889,28,25,12,4,35,29,8,11,3,9,21,19,115,104
22400295,1610612740,1610612761,W,L,0.495,0.387,0.404,0.314,0.333,0.625,38,24,12,10,40,37,11,12,4,4,16,16,119,93
22400296,1610612759,1610612747,W,L,0.533,0.424,0.382,0.35,1.0,0.938,31,26,11,11,35,27,8,7,3,4,15,13,119,101
22400297,1610612756,1610612751,W,L,0.506,0.532,0.429,0.387,0.955,0.821,32,25,7,3,29,34,8,7,1,5,24,26,127,117
22400298,1610612762,1610612743,W,L,0.548,0.422,0.333,0.372,0.826,0.611,30,25,10,21,29,26,10,7,8,5,14,17,122,103
22400299,1610612744,1610612760,W,L,0.459,0.357,0.297,0.32,0.615,0.714,26,25,8,18,40,39,10,7,9,6,21,21,105,101
22400300,1610612766,1610612737,W,L,0.487,0.372,0.303,0.375,0.778,0.842,27,23,14,18,35,27,8,13,7,6,15,23,107,104
22400301,1610612765,1610612755,W,L,0.494,0.385,0.355,0.275,0.727,0.833,19,22,12,10,38,32,9,6,8,5,21,19,111,96
22400302,1610612749,1610612764,L,W,0.471,0.512,0.281,0.457,0.958,0.8,24,31,8,7,33,31,7,5,3,6,26,18,114,124
22400303,1610612756,1610612744,L,W,0.413,0.481,0.35,0.514,0.833,0.864,28,31,9,6,34,39,8,4,5,9,17,13,105,113
22400304,1610612762,1610612742,W,L,0.456,0.358,0.385,0.231,0.6,0.81,30,20,12,19,36,34,12,10,6,7,21,14,106,94
22400305,1610612751,1610612753,W,L,0.459,0.38,0.25,0.258,0.781,0.774,23,19,14,8,38,25,10,10,11,3,29,31,100,92
22400306,1610612763,1610612754,L,W,0.478,0.527,0.333,0.348,0.808,0.815,28,36,6,8,35,32,8,9,3,6,22,22,121,136
22400307,1610612739,1610612738,L,W,0.4,0.488,0.347,0.472,0.947,0.8,17,22,10,6,36,38,11,5,6,7,19,20,111,115
22400308,1610612752,1610612740,L,W,0.372,0.457,0.148,0.444,0.647,0.875,20,30,13,14,29,46,14,10,9,9,19,14,85,118
22400309,1610612761,1610612748,L,W,0.443,0.534,0.375,0.345,0.821,0.75,25,30,12,10,33,37,11,4,4,5,17,23,116,119
22400310,1610612745,1610612760,L,W,0.447,0.413,0.333,0.351,0.76,0.769,30,20,11,15,35,36,5,3,4,6,26,21,116,119
22400311,1610612762,1610612747,W,L,0.443,0.506,0.212,0.35,0.8,0.625,23,27,10,8,32,36,7,4,4,4,18,19,105,104
22400312,1610612757,1610612742,W,L,0.552,0.583,0.5,0.581,0.793,0.833,33,29,8,10,25,29,13,7,0,0,15,25,137,131
22400313,1610612758,1610612759,W,L,0.512,0.465,0.5,0.375,0.833,0.792,32,32,8,21,30,30,6,8,9,5,17,23,127,125
22400314,1610612746,1610612743,L,W,0.58,0.478,0.417,0.462,0.526,0.815,37,28,8,13,31,29,7,8,3,4,17,16,122,126
22400315,1610612737,1610612740,L,W,0.44,0.51,0.31,0.263,0.647,0.8,21,30,15,11,26,40,15,12,5,4,18,15,112,124
22400316,1610612738,1610612748,L,W,0.356,0.438,0.229,0.345,0.826,0.846,24,25,11,14,33,40,6,5,1,9,11,20,89,108
22400317,1610612741,1610612751,L,W,0.4,0.522,0.333,0.34,0.8,0.842,24,33,10,11,31,43,9,8,5,5,19,16,102,128
22400318,1610612750,1610612747,L,W,0.405,0.506,0.194,0.429,0.714,0.8,19,31,9,7,30,36,8,11,2,2,16,17,80,109
22400319,1610612738,1610612765,L,W,0.512,0.479,0.513,0.396,0.778,0.76,27,30,8,14,26,29,10,11,5,7,21,14,120,130
22400320,1610612751,1610612754,L,W,0.427,0.432,0.242,0.333,0.818,0.739,20,24,5,7,34,36,6,12,10,6,19,18,90,99
22400321,1610612748,1610612747,L,W,0.42,0.578,0.227,0.511,0.737,0.667,29,42,12,13,24,39,9,11,4,5,8,16,93,134
22400322,1610612755,1610612753,W,L,0.488,0.488,0.276,0.367,0.762,0.579,21,23,16,10,26,25,13,9,7,1,18,19,106,102
22400323,1610612749,1610612737,W,L,0.441,0.423,0.281,0.333,0.909,0.657,29,23,15,8,39,32,16,7,3,4,25,22,119,104
22400324,1610612746,1610612750,W,L,0.482,0.349,0.364,0.275,0.556,0.846,31,13,7,10,43,36,15,7,5,2,16,16,108,80
22400325,1610612739,1610612743,L,W,0.479,0.5,0.25,0.458,0.727,0.625,25,32,9,9,40,38,12,9,5,3,13,17,114,126
22400326,1610612764,1610612742,W,L,0.539,0.394,0.526,0.325,0.778,0.667,27,25,13,12,45,27,8,10,12,3,16,19,137,101
22400327,1610612752,1610612766,L,W,0.449,0.539,0.385,0.545,0.6,0.781,27,29,10,6,30,37,3,7,4,4,22,13,101,125
22400328,1610612761,1610612760,W,L,0.48,0.356,0.362,0.244,0.824,0.85,28,24,13,12,42,39,15,5,11,7,16,16,129,92
22400329,1610612763,1610612758,L,W,0.398,0.475,0.229,0.342,0.857,0.813,19,27,14,9,32,40,11,9,1,5,23,21,110,115
22400330,1610612740,1610612756,L,W,0.506,0.495,0.378,0.389,0.808,0.72,32,23,10,12,36,32,10,13,3,4,15,24,124,126
22400331,1610612759,1610612741,W,L,0.578,0.463,0.459,0.286,0.783,0.718,36,26,11,15,39,26,6,11,5,4,26,17,139,124
22400332,1610612744,1610612745,L,W,0.376,0.419,0.263,0.321,0.765,0.667,20,19,11,11,34,43,9,5,9,3,20,16,93,99
22400333,1610612755,1610612753,L,W,0.423,0.481,0.283,0.269,0.882,0.655,21,23,8,10,30,27,8,11,6,0,23,19,94,102
22400334,1610612737,1610612747,L,W,0.515,0.5,0.457,0.425,0.875,0.773,33,40,6,11,34,37,11,10,10,5,24,24,132,134
22400335,1610612738,1610612749,L,W,0.426,0.46,0.379,0.321,0.824,0.875,16,27,12,7,39,34,4,5,2,6,16,18,105,111
22400336,1610612741,1610612754,W,L,0.565,0.474,0.6,0.42,0.833,0.833,33,33,7,8,39,30,9,8,4,6,10,13,132,123
22400337,1610612759,1610612758,W,L,0.567,0.429,0.471,0.341,0.917,0.7,33,28,7,12,37,30,7,8,6,5,20,20,140,113
22400338,1610612744,1610612750,W,L,0.455,0.39,0.333,0.282,0.929,0.882,32,21,9,10,39,31,12,9,6,4,14,11,107,90
22400339,1610612757,1610612762,W,L,0.552,0.389,0.438,0.298,0.913,0.647,34,23,11,6,50,28,6,4,11,7,17,22,141,99
22400340,1610612766,1610612739,W,L,0.5,0.43,0.368,0.282,0.75,0.895,28,21,14,10,33,27,6,6,6,5,20,27,116,102
22400341,1610612764,1610612743,L,W,0.484,0.484,0.2,0.39,0.593,0.727,34,31,16,15,32,31,11,9,6,12,23,21,113,122
22400342,1610612740,1610612760,W,L,0.529,0.481,0.375,0.297,0.81,0.815,27,25,10,8,35,27,13,15,3,6,24,20,119,109
22400343,1610612752,1610612765,W,L,0.518,0.532,0.5,0.324,0.842,0.593,28,27,9,4,34,27,7,11,0,5,20,12,120,111
22400344,1610612761,1610612742,W,L,0.469,0.462,0.378,0.385,0.865,0.944,21,37,14,8,38,31,10,13,8,3,16,22,125,118
22400345,1610612738,1610612763,W,L,0.5,0.4,0.455,0.3,0.783,0.679,25,26,11,15,41,36,13,6,7,7,25,16,127,121
22400346,1610612748,1610612756,L,W,0.439,0.523,0.39,0.406,0.92,0.783,29,30,13,11,28,30,8,9,3,4,20,20,111,121
22400347,1610612741,1610612755,W,L,0.467,0.407,0.25,0.352,0.929,0.917,25,29,10,2,46,33,8,9,5,3,15,18,108,100
22400348,1610612751,1610612749,W,L,0.574,0.506,0.484,0.457,0.781,0.938,26,24,3,7,28,23,6,9,7,3,18,25,118,113
22400349,1610612754,1610612766,W,L,0.513,0.512,0.483,0.333,0.731,0.867,24,23,10,3,35,26,11,9,3,7,18,19,113,109
22400350,1610612737,1610612743,W,L,0.629,0.406,0.444,0.225,0.708,0.741,43,26,7,19,36,26,9,12,5,2,22,22,141,111
22400351,1610612748,1610612739,L,W,0.477,0.477,0.424,0.432,0.944,0.923,25,27,5,10,31,37,5,4,1,4,18,15,113,122
22400352,1610612753,1610612756,L,W,0.47,0.477,0.464,0.333,0.864,0.633,24,17,9,14,30,30,7,11,6,6,24,19,110,115
22400353,1610612764,1610612763,W,L,0.521,0.43,0.395,0.188,0.793,0.909,34,20,12,20,34,32,12,10,8,5,20,25,140,112
22400354,1610612759,1610612740,L,W,0.434,0.452,0.342,0.308,0.81,0.806,26,27,13,16,30,39,9,7,8,11,21,18,116,121
22400355,1610612744,1610612750,L,W,0.456,0.467,0.452,0.39,0.75,0.7,22,28,7,14,32,31,6,8,8,6,18,20,106,114
22400356,1610612746,1610612745,W,L,0.488,0.446,0.366,0.324,0.846,0.813,23,21,12,7,38,26,4,11,4,3,16,24,117,106
22400357,1610612758,1610612762,L,W,0.388,0.57,0.357,0.5,0.952,0.625,21,39,9,9,29,34,6,10,6,7,17,17,97,141
22400358,1610612747,1610612757,L,W,0.417,0.458,0.25,0.382,0.905,0.857,17,25,12,8,37,32,4,14,3,7,19,20,98,107
22400359,1610612761,1610612752,W,L,0.512,0.448,0.425,0.371,0.632,0.818,32,23,6,17,34,34,7,4,7,4,13,16,113,108
22400360,1610612765,1610612762,W,L,0.47,0.438,0.5,0.277,0.903,0.778,23,26,15,13,47,26,5,10,8,8,19,25,126,119
22400361,1610612753,1610612760,W,L,0.482,0.449,0.323,0.314,0.938,0.72,23,25,4,10,28,30,15,6,6,6,20,16,105,99
22400362,1610612764,1610612766,L,W,0.406,0.494,0.186,0.405,0.741,0.774,30,33,22,12,30,40,12,5,2,8,21,18,114,123
22400363,1610612738,1610612741,W,L,0.447,0.392,0.365,0.25,0.875,0.857,23,21,11,11,45,34,2,6,2,8,19,13,117,108
22400364,1610612761,1610612751,W,L,0.402,0.395,0.231,0.341,0.839,0.786,18,26,15,10,38,24,3,6,6,4,21,29,101,94
22400365,1610612745,1610612740,L,W,0.446,0.575,0.464,0.436,0.72,0.842,25,34,11,6,26,36,6,7,2,6,22,20,113,133
22400366,1610612763,1610612744,L,W,0.356,0.541,0.333,0.563,0.708,0.733,20,38,10,15,26,45,11,11,5,8,16,19,93,144
22400367,1610612750,1610612752,W,L,0.515,0.461,0.444,0.405,0.813,0.615,39,29,16,6,41,31,10,10,2,5,12,15,133,107
22400368,1610612742,1610612746,W,L,0.518,0.395,0.424,0.233,0.941,0.714,30,21,8,8,39,32,9,9,3,5,20,13,118,95
22400369,1610612756,1610612754,W,L,0.438,0.488,0.39,0.3,0.839,0.786,30,28,9,7,38,37,9,6,7,4,21,20,120,111
22400370,1610612759,1610612737,L,W,0.474,0.485,0.421,0.452,0.857,0.696,32,32,12,8,41,34,14,15,6,8,22,15,126,133
22400371,1610612757,1610612743,L,W,0.54,0.464,0.441,0.348,0.714,0.833,35,29,8,15,32,30,7,7,3,7,20,18,124,126
22400372,1610612758,1610612747,W,L,0.404,0.451,0.364,0.379,0.833,0.682,22,27,14,4,39,39,8,7,10,6,16,20,113,100
22400373,1610612755,1610612766,L,W,0.462,0.494,0.323,0.364,0.762,0.778,22,30,13,11,31,28,7,14,4,6,19,21,98,108
22400374,1610612739,1610612749,L,W,0.471,0.505,0.37,0.426,0.611,0.857,23,30,10,9,35,39,14,11,4,0,17,10,101,124
22400375,1610612748,1610612760,W,L,0.453,0.434,0.412,0.3,0.706,0.65,24,20,12,7,36,34,8,9,5,3,17,16,104,97
22400376,1610612758,1610612747,W,L,0.482,0.433,0.257,0.27,0.667,0.786,23,25,9,11,39,35,10,10,6,1,14,20,103,99
22400377,1610612753,1610612748,L,W,0.48,0.494,0.281,0.297,0.786,0.889,16,24,7,10,31,31,7,5,2,9,25,23,114,121
22400378,1610612737,1610612763,W,L,0.515,0.488,0.439,0.368,0.769,0.833,35,29,8,6,32,35,13,11,1,6,22,14,128,112
22400379,1610612751,1610612762,W,L,0.477,0.404,0.341,0.175,0.529,0.917,25,24,10,16,35,34,11,9,8,3,16,17,105,94
22400380,1610612739,1610612755,L,W,0.4,0.533,0.324,0.512,0.741,0.533,13,31,11,13,30,36,7,8,3,1,16,18,99,126
22400381,1610612741,1610612738,W,L,0.48,0.378,0.333,0.341,0.857,0.909,27,28,17,10,42,33,8,8,4,4,12,14,123,98
22400382,1610612749,1610612764,L,W,0.444,0.449,0.429,0.417,0.688,0.8,20,35,8,10,39,34,7,12,4,2,10,14,101,112
22400383,1610612750,1610612744,W,L,0.46,0.419,0.381,0.368,0.739,0.68,30,27,11,11,34,34,9,5,6,2,23,18,113,103
22400384,1610612740,1610612752,W,L,0.437,0.41,0.405,0.353,0.867,0.684,24,23,15,16,27,29,11,8,3,5,18,20,104,93
22400385,1610612742,1610612746,L,W,0.42,0.455,0.27,0.4,0.864,0.864,18,25,8,11,32,32,8,12,7,5,14,18,97,113
22400386,1610612759,1610612757,L,W,0.396,0.473,0.279,0.278,0.667,0.889,21,33,11,12,33,37,8,7,3,13,15,12,94,114
22400387,1610612756,1610612765,W,L,0.551,0.577,0.487,0.483,0.727,0.913,31,30,10,6,25,29,13,9,4,1,19,21,133,125
22400388,1610612761,1610612745,W,L,0.449,0.457,0.25,0.395,0.818,0.692,18,33,18,11,35,31,12,10,6,3,14,25,114,110
22400389,1610612758,1610612754,W,L,0.581,0.365,0.436,0.316,0.625,0.765,36,21,6,15,44,32,7,3,5,3,15,11,122,95
22400390,1610612740,1610612743,W,L,0.505,0.463,0.303,0.3,0.75,0.739,34,37,14,9,40,34,10,16,8,9,19,23,132,129
22400391,1610612766,1610612745,W,L,0.434,0.416,0.31,0.278,0.789,0.708,23,25,21,11,39,33,4,8,8,6,16,15,114,101
22400392,1610612739,1610612762,L,W,0.413,0.473,0.432,0.435,0.692,0.783,27,33,18,10,33,30,6,10,5,3,20,23,113,124
22400393,1610612753,1610612738,L,W,0.44,0.446,0.242,0.394,0.815,1.0,13,26,8,7,33,35,13,11,5,9,16,24,104,108
22400394,1610612755,1610612759,L,W,0.457,0.419,0.333,0.364,0.944,0.739,24,22,3,9,39,38,4,11,12,2,21,18,106,111
22400395,1610612737,1610612750,L,W,0.429,0.534,0.326,0.5,0.923,0.808,31,27,16,6,27,32,12,15,3,6,17,14,104,117
22400396,1610612748,1610612751,L,W,0.393,0.493,0.382,0.415,0.8,0.875,23,27,11,5,31,39,9,6,2,3,18,17,95,110
22400397,1610612752,1610612761,L,W,0.545,0.593,0.393,0.459,0.811,0.69,28,34,4,8,26,27,6,9,3,1,25,27,125,139
22400398,1610612741,1610612749,W,L,0.46,0.4,0.419,0.208,0.824,0.75,24,27,7,9,42,37,7,9,1,1,16,15,112,91
22400399,1610612763,1610612746,W,L,0.438,0.384,0.333,0.381,0.808,0.692,22,26,15,19,38,37,15,8,6,6,28,18,114,110
22400400,1610612760,1610612764,L,W,0.396,0.443,0.372,0.263,0.85,0.864,25,25,13,19,38,40,7,15,8,9,16,18,105,123
22400401,1610612742,1610612757,L,W,0.462,0.533,0.276,0.333,0.737,0.706,23,27,16,13,32,28,6,10,1,4,25,21,108,132
22400402,1610612743,1610612756,L,W,0.398,0.511,0.394,0.39,0.733,0.818,23,35,9,11,30,35,6,6,5,4,13,15,90,117
22400403,1610612744,1610612754,W,L,0.489,0.433,0.314,0.316,0.909,0.714,26,29,8,11,35,33,7,7,4,7,16,13,111,105
22400404,1610612747,1610612765,W,L,0.511,0.541,0.367,0.467,1.0,0.8,24,28,10,6,27,32,12,8,5,3,20,10,117,114
22400405,1610612752,1610612759,L,W,0.506,0.45,0.421,0.333,0.824,0.875,33,26,8,17,37,30,3,7,6,3,15,17,114,117
22400406,1610612742,1610612750,W,L,0.465,0.414,0.438,0.372,0.846,1.0,23,15,8,11,38,32,8,6,5,8,14,13,105,99
22400407,1610612738,1610612755,W,L,0.466,0.453,0.425,0.408,1.0,0.615,28,24,5,13,34,38,10,3,5,4,17,18,118,114
22400408,1610612744,1610612747,W,L,0.451,0.461,0.357,0.4,1.0,0.765,30,26,11,12,30,32,6,2,4,8,14,18,115,113
22400409,1610612756,1610612743,L,W,0.462,0.466,0.276,0.306,0.714,0.85,20,31,14,12,32,30,3,12,2,4,16,17,100,110
22400410,1610612754,1610612760,W,L,0.463,0.472,0.351,0.389,0.792,0.727,20,28,9,11,36,40,4,1,4,8,18,21,120,114
22400411,1610612753,1610612748,W,L,0.408,0.442,0.5,0.172,0.857,0.833,21,14,7,9,28,33,14,12,6,6,20,15,89,88
22400412,1610612764,1610612766,L,W,0.436,0.429,0.405,0.318,0.786,0.75,31,25,11,8,39,35,6,9,4,7,23,19,110,113
22400413,1610612737,1610612741,L,W,0.541,0.517,0.512,0.378,0.833,0.941,36,32,9,12,27,32,8,9,1,5,26,13,133,141
22400414,1610612763,1610612761,L,W,0.454,0.532,0.326,0.4,0.778,0.724,39,36,13,24,27,39,8,8,3,8,23,18,126,155
22400415,1610612749,1610612751,W,L,0.476,0.494,0.421,0.395,0.773,0.667,25,23,9,8,29,31,8,12,1,3,11,18,111,105
22400416,1610612740,1610612745,W,L,0.474,0.434,0.383,0.324,0.783,0.722,19,29,18,17,36,27,7,12,9,2,14,16,128,111
22400417,1610612757,1610612762,L,W,0.477,0.506,0.5,0.395,0.68,0.773,26,26,11,9,35,34,9,10,5,8,16,20,120,122
22400418,1610612758,1610612765,W,L,0.418,0.476,0.386,0.359,0.84,0.808,25,20,10,8,34,36,6,3,4,6,22,20,114,113
22400419,1610612753,1610612752,W,L,0.533,0.368,0.267,0.303,0.706,0.917,18,20,12,11,32,22,10,7,3,3,20,23,108,85
22400420,1610612738,1610612754,L,W,0.418,0.511,0.282,0.411,0.72,0.862,27,31,13,18,26,34,5,9,3,6,20,19,105,142
22400421,1610612751,1610612759,W,L,0.41,0.389,0.429,0.293,0.741,0.625,26,22,11,12,32,33,10,8,8,4,11,22,96,87
22400422,1610612745,1610612750,W,L,0.506,0.489,0.488,0.333,0.5,0.632,25,19,10,16,30,31,8,7,6,3,22,16,113,112
22400423,1610612740,1610612763,W,L,0.472,0.448,0.415,0.289,0.886,0.931,30,30,9,12,33,33,12,13,7,10,19,25,132,124
22400424,1610612743,1610612739,W,L,0.563,0.564,0.479,0.484,0.818,0.778,40,39,9,8,29,30,10,8,7,3,17,20,149,135
22400425,1610612756,1610612742,W,L,0.438,0.386,0.353,0.371,0.941,0.667,24,23,7,12,34,30,6,11,5,7,15,17,98,89
22400426,1610612746,1610612744,L,W,0.368,0.533,0.184,0.313,0.75,0.8,24,19,19,6,28,33,14,6,2,10,16,19,92,102
