Game_id,Local_team_id,Visitor_team_id,Visitor_WL,Local_WL,Visitor_FgPct,Local_FgPct,Visitor_FG3aPct,Local_FG3aPct,Visitor_FtPct,Local_FtPct,Visitor_AST,Local_AST,Visitor_OREB,Local_OREB,Visitor_DREB,Local_DREB,Visitor_STL,Local_STL,Visitor_BLK,Local_BLK,Visitor_PF,Local_PF,Visitor_PTS,Local_PTS
22400427,1610612737,1610612748,L,W,0.444,0.512,0.317,0.405,0.944,0.773,23,34,8,9,34,38,9,7,4,2,19,16,110,120
22400428,1610612766,1610612760,W,L,0.477,0.363,0.263,0.324,0.857,0.893,29,17,9,8,40,36,9,9,1,5,19,16,106,94
22400429,1610612764,1610612752,W,L,0.526,0.515,0.25,0.447,0.923,0.867,26,32,10,11,33,33,7,7,3,4,14,22,136,132
22400430,1610612741,1610612749,L,W,0.402,0.474,0.333,0.389,1.0,0.706,27,33,6,11,37,41,6,4,7,6,16,16,111,116
22400431,1610612744,1610612756,L,W,0.424,0.418,0.257,0.267,0.818,0.789,21,26,14,18,32,31,7,8,12,7,13,17,105,109
22400432,1610612743,1610612765,L,W,0.484,0.561,0.308,0.481,0.739,0.806,29,29,15,8,26,32,8,9,1,6,25,18,121,134
22400433,1610612762,1610612755,W,L,0.434,0.483,0.361,0.333,0.784,0.867,22,27,10,14,22,34,15,3,8,3,22,25,114,111
22400434,1610612757,1610612742,L,W,0.483,0.5,0.395,0.423,0.808,0.793,20,27,10,14,30,36,6,8,10,7,21,19,122,126
22400435,1610612747,1610612758,L,W,0.51,0.597,0.275,0.538,0.733,0.788,38,33,13,4,26,29,7,4,2,3,26,13,122,132
22400436,1610612753,1610612751,L,W,0.438,0.446,0.433,0.333,0.857,0.64,22,30,9,16,29,26,7,7,3,3,19,23,101,102
22400437,1610612738,1610612754,W,L,0.529,0.462,0.391,0.296,0.815,0.632,27,26,11,8,39,33,6,6,2,6,17,22,123,114
22400438,1610612761,1610612737,W,L,0.484,0.447,0.4,0.292,0.743,0.889,30,26,14,15,26,37,22,10,8,4,19,26,136,107
22400439,1610612745,1610612748,W,L,0.44,0.392,0.303,0.325,0.714,0.846,21,24,15,19,37,33,6,5,3,4,14,21,104,100
22400440,1610612760,1610612763,L,W,0.381,0.505,0.275,0.318,0.857,1.0,30,35,16,9,35,36,6,10,4,9,15,24,106,130
22400441,1610612750,1610612759,L,W,0.437,0.43,0.282,0.25,0.821,0.789,25,23,8,18,33,38,6,4,4,5,18,23,110,112
22400442,1610612766,1610612741,W,L,0.375,0.416,0.3,0.233,0.704,0.7,31,23,14,9,49,47,11,8,4,6,17,20,115,108
22400443,1610612764,1610612752,W,L,0.459,0.424,0.341,0.279,0.84,0.727,34,25,15,12,39,34,9,6,2,8,19,23,126,106
22400444,1610612740,1610612746,W,L,0.477,0.512,0.351,0.486,0.778,0.786,24,30,14,6,26,29,11,13,2,5,14,22,116,113
22400445,1610612762,1610612743,W,L,0.505,0.512,0.3,0.342,0.895,0.909,38,28,17,7,34,30,13,6,3,2,17,17,132,121
22400446,1610612744,1610612739,W,L,0.458,0.333,0.383,0.237,0.7,0.769,25,20,11,14,43,41,10,5,6,8,25,14,113,95
22400447,1610612757,1610612755,W,L,0.573,0.481,0.458,0.222,0.903,0.7,20,23,8,12,24,21,12,8,3,4,27,26,125,103
22400448,1610612758,1610612742,L,W,0.421,0.42,0.387,0.313,0.828,0.842,17,25,2,18,34,40,8,8,13,1,20,23,100,110
22400449,1610612738,1610612761,L,W,0.314,0.54,0.25,0.512,0.636,0.6,18,29,14,11,30,38,8,14,4,7,16,10,71,125
22400450,1610612754,1610612749,W,L,0.464,0.444,0.364,0.351,0.75,0.633,27,26,13,9,38,41,10,8,0,7,22,20,120,112
22400451,1610612759,1610612746,L,W,0.345,0.49,0.268,0.225,0.833,0.895,17,37,10,15,31,43,7,10,3,7,15,15,86,122
22400452,1610612760,1610612750,L,W,0.494,0.472,0.395,0.333,1.0,0.739,21,25,10,9,33,28,3,16,7,2,18,13,105,113
22400453,1610612756,1610612763,W,L,0.426,0.457,0.341,0.3,0.667,0.76,27,28,16,10,35,33,10,9,6,10,29,25,117,112
22400454,1610612747,1610612739,W,L,0.484,0.442,0.391,0.257,0.824,0.895,32,26,10,8,38,35,5,7,8,3,15,12,122,110
22400455,1610612765,1610612753,L,W,0.407,0.519,0.229,0.414,0.7,0.647,18,25,9,9,24,40,18,7,5,3,21,18,96,105
22400456,1610612764,1610612741,L,W,0.446,0.495,0.298,0.472,0.786,0.833,28,36,8,8,36,34,11,11,6,3,13,13,107,125
22400457,1610612748,1610612740,L,W,0.5,0.53,0.265,0.412,0.864,0.81,25,34,5,5,26,33,4,6,7,1,15,16,108,119
22400458,1610612752,1610612762,L,W,0.406,0.553,0.302,0.391,0.8,0.696,23,31,14,6,31,41,7,10,6,6,19,16,103,119
22400459,1610612761,1610612751,L,W,0.483,0.591,0.297,0.5,0.9,0.769,28,36,4,8,28,31,8,8,2,6,17,20,113,130
22400460,1610612745,1610612742,L,W,0.533,0.472,0.393,0.32,0.5,0.783,19,16,6,4,32,31,9,17,12,1,20,18,99,110
22400461,1610612743,1610612737,L,W,0.45,0.564,0.348,0.4,0.667,1.0,34,44,12,4,32,39,10,8,5,5,16,16,120,139
22400462,1610612758,1610612755,L,W,0.476,0.488,0.375,0.29,0.857,0.917,24,24,8,14,26,31,10,11,5,4,22,14,107,113
22400463,1610612748,1610612754,W,L,0.531,0.573,0.425,0.423,0.563,0.857,35,34,13,5,26,34,9,6,4,6,16,13,128,115
22400464,1610612750,1610612738,W,L,0.5,0.5,0.386,0.538,0.667,0.909,30,24,10,11,21,30,9,1,4,2,16,11,118,115
22400465,1610612749,1610612751,W,L,0.432,0.444,0.308,0.297,0.893,0.679,26,21,14,13,37,33,8,6,3,6,21,21,113,110
22400466,1610612760,1610612746,L,W,0.469,0.5,0.344,0.368,0.647,0.8,25,29,10,4,35,31,6,11,1,3,18,14,98,116
22400467,1610612744,1610612755,L,W,0.42,0.609,0.29,0.564,0.824,0.733,17,41,6,5,27,38,11,5,6,8,16,22,105,139
22400468,1610612747,1610612757,L,W,0.5,0.457,0.346,0.349,0.81,0.929,24,30,8,15,34,28,6,8,4,3,15,17,106,114
22400469,1610612765,1610612766,L,W,0.413,0.419,0.3,0.324,0.633,0.615,25,21,9,14,36,37,8,13,6,7,10,27,94,98
22400470,1610612761,1610612753,W,L,0.468,0.475,0.432,0.345,0.765,0.846,32,28,12,7,30,30,10,6,8,1,15,11,106,97
22400471,1610612745,1610612738,W,L,0.506,0.364,0.487,0.278,0.667,1.0,20,9,12,14,29,23,6,6,8,4,13,21,109,86
22400472,1610612740,1610612764,L,W,0.536,0.5,0.321,0.439,0.778,0.818,28,36,14,13,34,24,6,10,0,6,23,22,120,132
22400473,1610612760,1610612752,L,W,0.478,0.512,0.281,0.519,0.706,0.81,22,27,11,7,31,34,7,9,2,7,17,17,107,117
22400474,1610612742,1610612739,W,L,0.531,0.43,0.375,0.273,0.75,0.8,38,29,10,21,36,32,5,3,7,4,20,17,134,122
22400475,1610612743,1610612759,W,L,0.465,0.433,0.361,0.385,0.615,0.688,31,33,14,10,42,36,4,7,3,7,15,13,113,110
22400476,1610612758,1610612763,L,W,0.483,0.495,0.459,0.447,0.833,0.826,31,32,14,10,37,27,5,10,4,8,20,23,133,138
22400477,1610612747,1610612737,L,W,0.41,0.489,0.176,0.433,0.778,0.8,22,28,13,17,26,39,10,4,3,6,22,21,102,119
22400478,1610612751,1610612755,W,L,0.512,0.415,0.375,0.341,0.8,0.632,31,22,8,6,42,33,11,6,2,4,17,21,123,94
22400479,1610612765,1610612750,L,W,0.425,0.484,0.4,0.342,0.808,0.8,20,26,7,13,26,34,7,12,4,2,21,22,105,119
22400480,1610612754,1610612756,L,W,0.487,0.479,0.4,0.375,0.952,0.905,30,35,5,13,31,34,3,7,7,4,14,16,108,126
22400481,1610612748,1610612762,W,L,0.52,0.438,0.413,0.257,0.813,0.7,31,25,16,5,41,27,11,9,4,7,21,14,136,100
22400482,1610612741,1610612752,L,W,0.495,0.543,0.267,0.541,0.786,0.944,27,36,18,9,31,34,7,6,3,4,13,21,126,139
22400483,1610612749,1610612757,W,L,0.482,0.432,0.361,0.317,0.769,0.778,21,25,8,7,47,36,7,14,3,3,9,13,105,102
22400484,1610612759,1610612743,W,L,0.435,0.394,0.303,0.271,0.783,0.889,32,28,14,13,44,45,11,3,7,7,17,20,122,111
22400485,1610612744,1610612763,L,W,0.523,0.524,0.333,0.535,0.75,0.625,29,32,12,9,31,20,9,13,7,5,18,18,113,121
22400486,1610612746,1610612737,L,W,0.432,0.552,0.348,0.361,0.765,0.706,30,36,8,7,35,41,11,15,4,3,12,17,105,131
22400487,1610612760,1610612738,L,W,0.365,0.448,0.196,0.421,0.875,0.846,17,22,12,9,36,37,6,11,5,6,18,18,92,105
22400488,1610612739,1610612766,L,W,0.418,0.478,0.357,0.349,0.737,0.75,19,29,13,9,35,32,9,5,4,5,18,17,105,115
22400489,1610612764,1610612740,W,L,0.411,0.427,0.367,0.268,0.9,0.786,26,25,11,9,38,37,7,6,8,4,13,18,110,98
22400490,1610612753,1610612762,W,L,0.481,0.357,0.344,0.298,0.889,0.615,21,25,11,14,39,29,6,8,5,4,19,21,105,92
22400491,1610612745,1610612747,L,W,0.487,0.475,0.444,0.35,0.821,0.579,26,19,10,18,29,31,4,3,5,4,21,22,115,119
22400492,1610612744,1610612758,W,L,0.517,0.457,0.442,0.343,0.909,0.722,31,22,10,9,33,26,15,10,3,3,19,21,129,99
22400493,1610612765,1610612757,L,W,0.533,0.447,0.457,0.349,0.6,0.864,32,23,7,17,31,28,6,9,4,4,18,15,115,118
22400494,1610612755,1610612756,W,L,0.506,0.391,0.452,0.375,0.684,0.615,32,20,4,12,40,34,7,6,4,4,18,19,109,99
22400495,1610612751,1610612754,W,L,0.506,0.418,0.387,0.303,0.913,0.636,22,23,5,20,30,31,8,8,5,3,17,19,113,99
22400496,1610612752,1610612753,W,L,0.5,0.444,0.355,0.182,0.778,0.818,23,16,9,11,30,27,7,4,5,3,19,18,103,94
22400497,1610612761,1610612749,W,L,0.573,0.451,0.5,0.257,0.8,0.619,37,27,7,10,39,25,7,11,8,4,19,15,128,104
22400498,1610612741,1610612759,L,W,0.463,0.431,0.326,0.333,0.583,0.867,31,25,13,14,36,33,8,12,12,4,18,9,110,114
22400499,1610612763,1610612742,L,W,0.408,0.455,0.361,0.343,0.733,0.771,25,24,13,13,37,42,7,11,8,5,22,17,104,119
22400500,1610612750,1610612746,L,W,0.416,0.446,0.343,0.41,0.8,0.588,23,24,14,17,35,38,9,6,10,5,19,20,106,108
22400501,1610612758,1610612748,L,W,0.422,0.417,0.262,0.342,0.778,0.769,25,30,12,18,41,42,14,7,6,8,19,20,118,123
22400502,1610612766,1610612756,L,W,0.424,0.388,0.242,0.277,0.947,0.897,27,23,8,20,34,39,3,9,4,5,23,19,104,115
22400503,1610612764,1610612745,W,L,0.515,0.461,0.395,0.375,0.87,0.75,31,21,19,16,30,27,15,6,2,4,17,19,135,112
22400504,1610612742,1610612747,L,W,0.453,0.523,0.314,0.474,0.75,0.714,20,29,5,11,28,33,7,7,6,0,13,16,97,118
22400505,1610612740,1610612750,W,L,0.427,0.372,0.341,0.293,0.684,0.625,26,23,11,13,42,33,9,12,8,5,17,18,104,97
22400506,1610612762,1610612737,W,L,0.48,0.417,0.409,0.396,0.8,0.88,35,25,12,13,32,34,6,8,11,4,22,17,124,121
22400507,1610612743,1610612738,W,L,0.5,0.46,0.343,0.389,0.9,0.8,30,22,11,13,30,26,11,6,7,6,13,17,118,106
22400508,1610612744,1610612748,W,L,0.473,0.408,0.4,0.28,0.706,0.8,32,28,9,11,39,41,6,9,3,6,9,15,114,98
22400509,1610612739,1610612760,L,W,0.533,0.522,0.355,0.417,0.882,0.741,35,36,9,12,29,28,9,7,5,2,24,20,122,129
22400510,1610612754,1610612741,L,W,0.512,0.52,0.343,0.345,0.684,0.625,23,37,9,15,30,31,6,11,6,1,24,19,113,129
22400511,1610612752,1610612761,L,W,0.494,0.477,0.385,0.364,0.8,0.8,25,24,8,15,25,28,9,9,6,4,15,15,98,112
22400512,1610612755,1610612764,L,W,0.447,0.455,0.433,0.341,0.667,0.737,26,21,18,10,33,26,3,8,6,11,18,14,103,109
22400513,1610612751,1610612765,W,L,0.523,0.384,0.405,0.333,0.667,0.905,30,24,7,9,35,29,9,10,9,4,20,15,113,98
22400514,1610612740,1610612757,W,L,0.545,0.444,0.361,0.324,0.769,0.727,24,19,15,18,29,23,11,11,7,3,14,15,119,100
22400515,1610612743,1610612746,L,W,0.375,0.551,0.289,0.486,0.8,0.647,14,29,9,7,31,38,8,7,6,3,15,24,103,126
22400516,1610612749,1610612759,L,W,0.368,0.478,0.346,0.452,0.85,0.7,24,26,12,10,34,47,8,7,5,4,14,16,105,121
22400517,1610612739,1610612761,L,W,0.596,0.528,0.452,0.4,0.462,0.8,34,31,9,16,28,26,9,8,2,3,17,11,126,132
22400518,1610612765,1610612744,W,L,0.461,0.453,0.326,0.359,0.625,0.75,32,25,15,7,34,33,9,7,7,7,18,19,107,104
22400519,1610612753,1610612750,W,L,0.4,0.379,0.353,0.25,0.774,0.684,21,21,14,13,36,34,9,4,4,10,19,22,104,89
22400520,1610612763,1610612745,W,L,0.427,0.5,0.382,0.313,0.585,0.7,21,20,16,10,28,33,13,9,3,8,23,28,119,115
22400521,1610612742,1610612757,L,W,0.419,0.455,0.444,0.333,0.85,0.9,24,26,14,16,29,37,6,8,7,7,22,18,111,117
22400522,1610612756,1610612737,L,W,0.488,0.576,0.469,0.394,0.941,0.8,32,33,8,12,24,30,11,7,3,6,19,15,115,123
22400523,1610612762,1610612748,W,L,0.396,0.398,0.28,0.306,0.733,0.882,26,20,13,11,36,38,10,9,7,7,12,15,97,92
22400524,1610612747,1610612766,W,L,0.363,0.411,0.34,0.294,0.941,0.667,20,29,9,12,38,38,12,7,4,4,16,17,100,97
22400525,1610612754,1610612744,L,W,0.418,0.524,0.263,0.333,0.769,0.684,25,27,11,8,31,40,11,8,2,8,19,13,96,108
22400526,1610612753,1610612749,W,L,0.518,0.43,0.36,0.35,0.609,0.692,18,20,7,12,36,32,10,8,5,5,18,19,109,106
22400527,1610612755,1610612740,W,L,0.484,0.462,0.45,0.368,0.654,0.895,31,23,12,11,32,31,7,7,8,3,16,25,123,115
22400528,1610612738,1610612758,W,L,0.431,0.405,0.383,0.268,0.889,0.818,26,22,16,8,40,35,11,5,8,7,18,14,114,97
22400529,1610612752,1610612760,W,L,0.539,0.385,0.519,0.129,0.889,1.0,20,18,8,16,38,27,9,7,9,3,23,15,126,101
22400530,1610612741,1610612764,L,W,0.398,0.558,0.391,0.469,0.692,0.643,26,39,13,11,32,44,6,11,4,7,15,12,105,138
22400531,1610612743,1610612751,L,W,0.422,0.517,0.311,0.375,0.789,0.758,26,34,10,12,29,37,9,12,5,5,24,18,105,124
22400532,1610612737,1610612745,W,L,0.468,0.404,0.233,0.234,0.95,0.813,19,19,6,9,38,31,12,11,4,5,20,18,100,96
22400533,1610612756,1610612762,L,W,0.438,0.512,0.214,0.351,0.722,0.684,26,26,21,12,29,26,6,9,2,4,18,17,106,114
22400534,1610612765,1610612761,L,W,0.435,0.524,0.421,0.576,0.667,0.762,27,35,15,7,30,39,12,8,3,5,21,22,114,123
22400535,1610612750,1610612763,W,L,0.444,0.566,0.39,0.405,0.789,0.737,25,37,21,7,25,34,13,7,3,5,20,16,127,125
22400536,1610612757,1610612748,W,L,0.478,0.379,0.432,0.289,0.75,0.684,31,24,8,16,35,35,13,6,5,6,16,15,119,98
22400537,1610612747,1610612759,L,W,0.466,0.489,0.395,0.396,0.857,0.75,30,34,9,8,35,34,6,13,5,4,18,10,109,125
22400538,1610612746,1610612766,L,W,0.394,0.484,0.182,0.5,0.889,0.87,27,30,11,17,33,41,5,10,5,5,18,12,88,123
22400539,1610612752,1610612749,L,W,0.457,0.58,0.294,0.439,0.588,0.833,22,29,15,10,24,39,6,6,3,4,20,18,106,140
22400540,1610612742,1610612743,W,L,0.489,0.412,0.219,0.353,0.65,0.76,23,27,15,8,40,29,6,7,5,5,19,20,112,101
22400541,1610612741,1610612758,W,L,0.495,0.462,0.333,0.486,0.81,0.75,33,26,11,8,42,37,4,4,3,4,14,18,124,119
22400542,1610612738,1610612740,L,W,0.465,0.436,0.459,0.295,0.846,0.826,24,23,6,18,36,37,8,5,3,7,19,18,119,120
22400543,1610612739,1610612754,W,L,0.467,0.398,0.314,0.268,0.611,0.889,30,24,9,6,41,38,11,4,7,5,22,18,108,93
22400544,1610612753,1610612755,L,W,0.458,0.488,0.414,0.233,0.955,0.679,17,23,3,12,26,29,10,10,4,9,24,23,99,104
22400545,1610612764,1610612760,W,L,0.474,0.337,0.371,0.196,0.943,0.909,26,20,15,8,41,31,11,6,4,6,22,23,136,95
22400546,1610612762,1610612751,L,W,0.424,0.444,0.25,0.386,0.657,0.75,26,25,15,6,39,35,5,7,5,6,17,30,111,112
22400547,1610612756,1610612766,L,W,0.446,0.483,0.375,0.415,0.8,0.864,30,31,15,8,37,31,10,9,2,6,20,17,113,120
22400548,1610612764,1610612750,W,L,0.494,0.44,0.378,0.425,0.774,0.6,20,27,14,8,39,26,8,13,6,3,15,18,120,106
22400549,1610612752,1610612765,W,L,0.5,0.5,0.441,0.405,0.944,0.828,20,26,11,10,28,32,8,5,2,2,21,21,124,119
22400550,1610612761,1610612744,L,W,0.398,0.477,0.348,0.414,0.682,0.667,23,28,14,14,32,30,11,3,4,9,14,18,101,104
22400551,1610612745,1610612763,L,W,0.536,0.506,0.438,0.516,0.667,0.71,15,28,8,15,23,25,17,13,2,8,25,16,118,120
22400552,1610612747,1610612759,W,L,0.533,0.448,0.371,0.318,0.85,0.625,30,24,12,15,29,25,16,9,5,4,15,17,126,102
22400553,1610612746,1610612748,L,W,0.388,0.484,0.327,0.361,0.833,0.6,22,28,9,7,40,41,7,11,3,6,9,15,98,109
22400554,1610612754,1610612739,W,L,0.483,0.484,0.341,0.429,0.839,0.773,25,30,14,9,35,28,8,10,6,3,18,18,127,117
22400555,1610612755,1610612760,W,L,0.556,0.44,0.333,0.295,0.889,0.75,32,23,10,11,28,24,10,10,4,1,22,18,118,102
22400556,1610612737,1610612756,L,W,0.512,0.439,0.371,0.415,0.667,0.731,28,22,6,20,31,34,10,10,4,3,17,21,117,122
22400557,1610612741,1610612740,W,L,0.438,0.441,0.28,0.326,0.808,0.75,32,31,13,18,33,39,11,8,5,6,13,19,119,113
22400558,1610612749,1610612758,L,W,0.442,0.495,0.405,0.378,0.778,0.833,25,32,9,11,36,41,4,2,5,4,16,21,115,130
22400559,1610612742,1610612743,W,L,0.518,0.422,0.448,0.281,0.864,0.636,28,27,11,8,40,22,9,14,7,6,20,17,118,99
22400560,1610612757,1610612751,W,L,0.544,0.453,0.463,0.447,0.833,0.792,36,20,10,13,34,25,11,8,2,3,21,16,132,114
22400561,1610612755,1610612752,W,L,0.535,0.5,0.432,0.371,0.708,1.0,28,27,15,11,30,24,10,8,3,2,14,19,125,119
22400562,1610612761,1610612738,L,W,0.396,0.506,0.348,0.324,0.5,0.6,24,35,13,13,32,43,6,4,8,4,16,19,97,110
22400563,1610612741,1610612737,W,L,0.41,0.443,0.302,0.222,0.682,1.0,28,23,14,8,37,45,11,5,5,5,15,15,110,94
22400564,1610612749,1610612753,L,W,0.347,0.625,0.261,0.583,0.714,0.714,24,24,9,3,23,46,13,10,1,10,24,20,93,122
22400565,1610612750,1610612744,W,L,0.488,0.442,0.5,0.459,0.857,0.759,26,21,14,16,31,25,8,4,5,7,26,17,116,115
22400566,1610612740,1610612742,L,W,0.478,0.443,0.343,0.333,0.72,0.833,27,24,8,15,37,34,9,11,3,8,17,20,116,119
22400567,1610612759,1610612763,W,L,0.495,0.449,0.421,0.372,0.647,0.704,28,22,14,7,38,37,7,5,5,11,19,17,129,115
22400568,1610612743,1610612745,W,L,0.521,0.533,0.447,0.483,0.765,0.667,28,22,14,9,26,27,14,4,6,7,19,16,128,108
22400569,1610612762,1610612766,W,L,0.529,0.462,0.308,0.372,0.714,0.588,27,30,11,9,34,27,6,5,6,4,16,18,117,112
22400570,1610612747,1610612748,L,W,0.534,0.522,0.444,0.382,0.933,0.714,25,33,3,6,34,28,3,12,6,4,13,12,108,117
22400571,1610612746,1610612751,L,W,0.301,0.544,0.179,0.375,0.545,0.933,15,26,15,6,24,40,9,13,2,3,16,17,67,126
22400572,1610612765,1610612754,W,L,0.461,0.396,0.433,0.25,0.727,0.864,28,22,3,14,37,41,13,3,8,7,17,20,111,100
22400573,1610612764,1610612756,W,L,0.518,0.5,0.485,0.317,0.839,0.667,33,28,10,12,37,33,10,13,4,4,23,22,130,123
22400574,1610612760,1610612739,L,W,0.467,0.505,0.31,0.34,0.81,0.909,32,25,11,8,38,31,2,12,5,5,11,20,114,134
22400575,1610612757,1610612746,W,L,0.564,0.374,0.435,0.265,0.741,0.923,23,24,8,14,42,23,9,9,4,1,13,17,118,89
22400576,1610612758,1610612745,L,W,0.527,0.5,0.364,0.424,0.708,0.909,24,32,12,12,34,32,10,5,6,3,18,15,127,132
22400577,1610612738,1610612753,L,W,0.415,0.525,0.156,0.459,0.677,0.909,15,25,12,11,25,30,3,6,3,3,19,23,94,121
22400578,1610612752,1610612750,W,L,0.532,0.389,0.55,0.412,0.714,0.882,23,19,11,15,35,26,5,10,2,4,16,13,116,99
22400579,1610612748,1610612743,W,L,0.543,0.495,0.485,0.273,0.895,1.0,35,30,7,6,34,35,5,2,1,0,10,15,133,113
22400580,1610612749,1610612761,L,W,0.473,0.519,0.235,0.419,0.75,0.805,31,25,13,11,30,33,6,7,4,5,28,23,112,130
22400581,1610612740,1610612762,L,W,0.5,0.47,0.342,0.44,0.8,0.645,30,34,7,21,33,35,7,9,8,8,20,24,123,136
22400582,1610612759,1610612763,W,L,0.567,0.476,0.432,0.361,0.733,0.826,39,29,10,10,31,30,9,4,0,8,19,15,140,112
22400583,1610612742,1610612760,L,W,0.385,0.493,0.435,0.39,0.667,0.727,24,25,14,6,32,37,7,11,2,7,20,18,98,106
22400584,1610612741,1610612766,W,L,0.5,0.505,0.382,0.35,0.8,0.929,26,34,13,12,31,33,9,9,2,3,13,18,125,123
22400585,1610612747,1610612751,L,W,0.451,0.463,0.447,0.353,0.769,0.778,28,24,12,6,33,28,5,6,6,7,14,12,101,102
22400586,1610612765,1610612756,W,L,0.5,0.468,0.28,0.273,0.8,0.667,25,22,13,15,37,28,6,5,3,3,24,27,125,121
22400587,1610612738,1610612737,W,L,0.473,0.385,0.243,0.288,0.786,0.87,27,23,13,17,42,36,9,13,10,6,17,18,119,115
22400588,1610612754,1610612755,L,W,0.427,0.53,0.294,0.324,0.727,0.696,21,30,10,14,22,36,8,4,1,4,19,21,102,115
22400589,1610612744,1610612764,L,W,0.442,0.469,0.489,0.341,0.696,0.75,24,24,11,17,33,38,5,6,2,7,21,18,114,122
22400590,1610612750,1610612739,W,L,0.457,0.478,0.354,0.395,0.92,0.842,27,27,13,9,34,33,4,4,1,4,18,19,124,117
22400591,1610612757,1610612745,W,L,0.444,0.453,0.452,0.333,0.682,0.722,25,28,23,8,38,32,13,6,4,10,18,24,125,103
22400592,1610612748,1610612759,L,W,0.451,0.526,0.375,0.545,0.625,1.0,28,35,13,12,31,37,4,8,5,6,9,12,107,128
22400593,1610612753,1610612743,W,L,0.519,0.373,0.28,0.293,0.839,0.75,24,30,13,16,44,23,6,15,8,6,16,19,113,100
22400594,1610612749,1610612755,L,W,0.453,0.494,0.356,0.378,0.682,0.767,26,31,5,7,33,41,4,2,4,3,25,16,109,123
22400595,1610612760,1610612751,L,W,0.425,0.552,0.279,0.442,0.789,0.923,25,37,12,8,29,35,5,8,3,5,13,19,101,127
22400596,1610612746,1610612747,L,W,0.5,0.528,0.333,0.367,0.895,0.786,26,27,5,11,28,27,6,12,6,4,14,12,102,116
22400597,1610612757,1610612741,L,W,0.444,0.472,0.276,0.29,0.846,0.8,21,21,8,14,28,36,10,7,7,6,19,19,102,113
22400598,1610612758,1610612764,L,W,0.36,0.484,0.238,0.308,0.813,0.792,19,28,10,10,36,41,6,12,1,4,16,20,100,123
22400599,1610612766,1610612742,L,W,0.432,0.408,0.188,0.436,0.885,0.722,19,28,16,17,35,32,10,10,8,7,15,16,105,110
22400600,1610612745,1610612765,W,L,0.477,0.394,0.37,0.282,0.867,0.688,21,19,13,15,39,24,12,18,5,1,11,17,107,96
22400601,1610612763,1610612750,L,W,0.387,0.43,0.326,0.212,0.741,0.794,25,19,17,13,35,34,5,9,6,4,26,22,106,108
22400602,1610612752,1610612737,L,W,0.471,0.522,0.433,0.346,0.773,0.762,23,31,16,12,25,27,10,8,6,1,21,21,110,119
22400603,1610612739,1610612756,L,W,0.468,0.432,0.385,0.413,0.769,0.739,22,27,1,15,33,35,3,10,5,1,20,18,92,118
22400604,1610612744,1610612738,W,L,0.533,0.348,0.417,0.264,0.875,0.636,33,28,8,10,42,28,8,8,9,3,8,12,125,85
22400605,1610612740,1610612762,L,W,0.396,0.446,0.239,0.366,0.8,0.897,25,28,19,6,44,39,6,12,4,8,19,24,119,123
22400606,1610612751,1610612752,W,L,0.46,0.372,0.286,0.3,0.786,0.76,29,21,9,14,33,33,11,4,3,9,20,18,99,95
22400607,1610612748,1610612757,W,L,0.494,0.441,0.349,0.333,0.652,0.917,25,26,11,12,36,33,3,2,5,3,13,14,116,107
22400608,1610612761,1610612753,L,W,0.412,0.534,0.29,0.542,0.737,0.643,16,29,14,5,34,37,5,7,2,6,24,22,93,109
22400609,1610612743,1610612755,L,W,0.458,0.612,0.395,0.516,0.75,0.96,34,39,8,14,17,37,7,7,4,4,20,10,109,144
22400610,1610612747,1610612764,L,W,0.358,0.478,0.256,0.324,0.692,0.778,25,30,9,7,37,43,8,6,8,10,18,11,88,111
22400611,1610612746,1610612741,W,L,0.404,0.394,0.326,0.214,0.808,0.941,25,24,17,10,37,30,7,4,6,7,17,20,112,99
22400612,1610612737,1610612765,W,L,0.5,0.379,0.353,0.158,0.947,0.769,27,25,7,15,44,32,7,14,10,3,19,14,114,104
22400613,1610612751,1610612756,W,L,0.477,0.374,0.341,0.194,0.769,0.643,28,16,11,20,37,32,9,8,1,1,12,11,108,84
22400614,1610612742,1610612750,W,L,0.457,0.5,0.379,0.276,0.882,0.842,26,24,9,7,30,31,10,5,8,4,18,21,115,114
22400615,1610612745,1610612739,L,W,0.423,0.44,0.317,0.441,0.684,0.7,25,25,20,20,25,33,12,8,5,5,18,20,108,109
22400616,1610612763,1610612766,L,W,0.477,0.5,0.355,0.447,0.844,0.929,27,36,11,13,22,27,9,9,4,6,19,30,120,132
22400617,1610612740,1610612749,W,L,0.467,0.453,0.344,0.364,0.636,0.643,29,31,10,9,41,39,10,4,4,6,14,14,111,107
22400618,1610612760,1610612762,L,W,0.467,0.463,0.378,0.308,0.667,0.92,25,20,23,13,29,26,3,15,6,4,20,23,114,123
22400619,1610612758,1610612744,L,W,0.467,0.506,0.458,0.367,0.692,0.938,31,24,12,5,32,33,5,9,2,7,27,14,117,123
22400620,1610612746,1610612738,W,L,0.456,0.522,0.38,0.321,0.8,0.769,24,24,8,9,24,31,11,11,4,6,14,25,117,113
22400621,1610612754,1610612759,W,L,0.604,0.454,0.5,0.302,1.0,0.75,43,31,15,9,42,22,10,10,10,2,13,9,140,110
22400622,1610612753,1610612757,W,L,0.488,0.342,0.321,0.24,0.632,0.677,23,17,8,14,34,30,14,9,12,6,21,18,101,79
22400623,1610612737,1610612761,W,L,0.58,0.483,0.429,0.351,0.792,0.733,32,30,6,9,33,27,10,11,2,2,26,21,122,119
